      0.0000000000000000E+00      0.1023502937375275E-01      0.4052109418988467E-01      0.8961827939636183E-01      0.1555165404621567E+00      0.2355179948365188E+00      0.3263473735775899E+00      0.4242861112477116E+00      0.5253245844193563E+00      0.6253262661293602E+00      0.7201970757788171E+00      0.8060529912738315E+00      0.8793790613463954E+00      0.9371733080722910E+00      0.9770696282000244E+00      0.9974346616959475E+00      0.9974346616959475E+00      0.9770696282000244E+00      0.9371733080722910E+00      0.8793790613463955E+00      0.8060529912738312E+00      0.7201970757788171E+00      0.6253262661293602E+00      0.5253245844193564E+00      0.4242861112477117E+00      0.3263473735775899E+00      0.2355179948365188E+00      0.1555165404621567E+00      0.8961827939636188E-01      0.4052109418988472E-01      0.1023502937375277E-01      0.1499759782661858E-31
      0.0000000000000000E+00      0.2260222040667877E-01      0.5457982574481052E-01      0.9838750683022185E-01      0.1538788277369611E+00      0.2196214694781572E+00      0.2934064963684154E+00      0.3725177048276697E+00      0.4539219902958758E+00      0.5344295348593362E+00      0.6108380413437472E+00      0.6800647288880446E+00      0.7392688147999372E+00      0.7859705621262981E+00      0.8181737845875487E+00      0.8344884356940073E+00      0.8342290435266941E+00      0.8174554015026403E+00      0.7849438240445866E+00      0.7381114911722966E+00      0.6789256421669501E+00      0.6098122094452317E+00      0.5335606774485968E+00      0.4532175773211317E+00      0.3719648759702931E+00      0.2929839049491642E+00      0.2193064579185909E+00      0.1536511120005724E+00      0.9823069756358102E-01      0.5448183079127109E-01      0.2255515839614491E-01      0.1451380434834056E-31
      0.0000000000000000E+00      0.2671398543626817E-01      0.5861358035836688E-01      0.9814260837670247E-01      0.1458162310900004E+00      0.2009409038187882E+00      0.2620462462206927E+00      0.3271535194477388E+00      0.3939642095848146E+00      0.4600069139326129E+00      0.5227572062352130E+00      0.5797362427554754E+00      0.6285963970529049E+00      0.6672133134294238E+00      0.6938119779081766E+00      0.7071330045536082E+00      0.7065873692181804E+00      0.6923126230726183E+00      0.6650999696587399E+00      0.6262548939470991E+00      0.5774722036029871E+00      0.5207512496608850E+00      0.4583312170317938E+00      0.3926205669745654E+00      0.3261078935651448E+00      0.2612519447398439E+00      0.2003514886121650E+00      0.1453915116365181E+00      0.9785077666603786E-01      0.5843145980265384E-01      0.2662659076682131E-01      0.1403001087006254E-31
      0.0000000000000000E+00      0.2731642447524964E-01      0.5783745350044398E-01      0.9348158511258277E-01      0.1348995349994102E+00      0.1817834718320313E+00      0.2331492416708602E+00      0.2875513520925548E+00      0.3432463680530771E+00      0.3983193615344086E+00      0.4507786494204512E+00      0.4986192793607073E+00      0.5398626725080542E+00      0.5726065763001229E+00      0.5951514321017468E+00      0.6062429283927051E+00      0.6053375653095888E+00      0.5926941219887656E+00      0.5692177038474761E+00      0.5362069254536859E+00      0.4951791074102557E+00      0.4478041737550879E+00      0.3958843525425817E+00      0.3413245263786074E+00      0.2860734408322049E+00      0.2320362690480473E+00      0.1809626900898690E+00      0.1343106598114044E+00      0.9307814533478059E-01      0.5758615747078747E-01      0.2719595974444265E-01      0.1354621739178452E-31
      0.0000000000000000E+00      0.2632980661463256E-01      0.5479111996539963E-01      0.8682499789233564E-01      0.1230389637064754E+00      0.1633192274727561E+00      0.2070000810414056E+00      0.2530225807449801E+00      0.3000680571200167E+00      0.3466638387512453E+00      0.3912555337873976E+00      0.4322343166065509E+00      0.4679152053309131E+00      0.4965110201567144E+00      0.5162380211794120E+00      0.5256840025521551E+00      0.5242905464357831E+00      0.5125192421120224E+00      0.4915325247943069E+00      0.4627343834586930E+00      0.4275304381469878E+00      0.3873138226949274E+00      0.3435171440181014E+00      0.2976314561809896E+00      0.2511748338523390E+00      0.2056224478683047E+00      0.1623104034783003E+00      0.1223186930863378E+00      0.8633315950597650E-01      0.5448540124033302E-01      0.2618342412273686E-01      0.1306242391350650E-31
      0.0000000000000000E+00      0.2463120292962513E-01      0.5075404870113172E-01      0.7944960313349124E-01      0.1112363707041186E+00      0.1460972049048897E+00      0.1835785100726617E+00      0.2229052718881308E+00      0.2630892518710995E+00      0.3030193609345659E+00      0.3415192296184694E+00      0.3773430631721807E+00      0.4090744260763598E+00      0.4349634009093193E+00      0.4529512927033497E+00      0.4612318610117351E+00      0.4591469634042029E+00      0.4475054935802774E+00      0.4279431093275559E+00      0.4020928297661804E+00      0.3712778057799507E+00      0.3366225591380093E+00      0.2992208212856489E+00      0.2602088253145881E+00      0.2207531334342633E+00      0.1819904952946565E+00      0.1449426406827935E+00      0.1104160960602958E+00      0.7889131735798283E-01      0.5040775618022639E-01      0.2446558464166891E-01      0.1257863043522848E-31
      0.0000000000000000E+00      0.2265218121813943E-01      0.4638757548901234E-01      0.7202618471704314E-01      0.9999698558454218E-01      0.1303307191995552E+00      0.1627185970185189E+00      0.1965972177263200E+00      0.2312389701681117E+00      0.2658351442384951E+00      0.2995524567180470E+00      0.3315130893918767E+00      0.3606016486172593E+00      0.3850704646416901E+00      0.4023531488653067E+00      0.4098980405320357E+00      0.4068202021406602E+00      0.3945159811004694E+00      0.3754139432402056E+00      0.3515062677565273E+00      0.3240109249263264E+00      0.2937449709320326E+00      0.2614662371962371E+00      0.2279958701157083E+00      0.1942090822523753E+00      0.1609737917616393E+00      0.1290706925864313E+00      0.9910587022946923E-01      0.7142153902855138E-01      0.4601325267816460E-01      0.2247335105476613E-01      0.1209483695695047E-31
      0.0000000000000000E+00      0.2061349783521692E-01      0.4203619460160658E-01      0.6489907119766578E-01      0.8955400437205900E-01      0.1160550162525551E+00      0.1441943390103070E+00      0.1735677859097756E+00      0.2036539770920058E+00      0.2338985476222770E+00      0.2637867035288428E+00      0.2928369149878886E+00      0.3203206789977267E+00      0.3445171452387610E+00      0.3620990831262169E+00      0.3693068933302208E+00      0.3648567041585602E+00      0.3510696489065407E+00      0.3315771852614255E+00      0.3088428166568933E+00      0.2838947892943615E+00      0.2571661321302102E+00      0.2290683178724151E+00      0.2001396592449317E+00      0.1710136296489306E+00      0.1423444025319036E+00      0.1147268572143172E+00      0.8861841870298372E-01      0.6426592303541992E-01      0.4164488861708502E-01      0.2042672777197806E-01      0.1161104347867245E-31
      0.0000000000000000E+00      0.1862884760428768E-01      0.3787596766728143E-01      0.5823401892932292E-01      0.7999197698274188E-01      0.1032143320642984E+00      0.1277647507780172E+00      0.1533586862246145E+00      0.1796358510440670E+00      0.2062504474335795E+00      0.2329737630264956E+00      0.2597345077998329E+00      0.2862791733198030E+00      0.3109877657081133E+00      0.3296081191094477E+00      0.3367840453161752E+00      0.3306805439138629E+00      0.3148403976557042E+00      0.2944240665826954E+00      0.2724028656483053E+00      0.2495048699852415E+00      0.2257129197495488E+00      0.2010967697974658E+00      0.1759492443628134E+00      0.1507076792721651E+00      0.1258579139904540E+00      0.1018516687662731E+00      0.7903510169034182E-01      0.5758783980391302E-01      0.3747714949927321E-01      0.1843863859938773E-01      0.1112725000039443E-31
      0.0000000000000000E+00      0.1675492641307511E-01      0.3399103520100755E-01      0.5209828933399795E-01      0.7131522820523289E-01      0.9170988990124239E-01      0.1131964822682016E+00      0.1355792623070640E+00      0.1586195376847149E+00      0.1821310651914504E+00      0.2061119673391748E+00      0.2308425049037082E+00      0.2565222577940415E+00      0.2816912009993426E+00      0.3012973643493789E+00      0.3084954981997632E+00      0.3009242865652556E+00      0.2832785577054334E+00      0.2621145581028217E+00      0.2407978486890653E+00      0.2197262256174069E+00      0.1984698505118800E+00      0.1768146948947115E+00      0.1548615777834137E+00      0.1328966630686974E+00      0.1112761410792294E+00      0.9034203589021043E-01      0.7035688285952610E-01      0.5145211846189784E-01      0.3359263046291263E-01      0.1656502269190951E-01      0.1064345652211641E-31
      0.0000000000000000E+00      0.1501717693337146E-01      0.3041464886455611E-01      0.4650491734222871E-01      0.6348617902048968E-01      0.8142604847879564E-01      0.1002741476976591E+00      0.1198990713187625E+00      0.1401491350285741E+00      0.1609456460395589E+00      0.1824242640029010E+00      0.2050583696478701E+00      0.2292943966879025E+00      0.2538064593903409E+00      0.2732567375212784E+00      0.2801868992111028E+00      0.2720182442633088E+00      0.2539420937593296E+00      0.2330883077387446E+00      0.2129391732048375E+00      0.1936994402849540E+00      0.1747221481498881E+00      0.1556345937127391E+00      0.1364152385858185E+00      0.1172431449162578E+00      0.9837767177137929E-01      0.8007769372940481E-01      0.6254277926084337E-01      0.4586945733710265E-01      0.3002310883726079E-01      0.1483062012182885E-01      0.1015966304383839E-31
      0.0000000000000000E+00      0.1342368187382501E-01      0.2715184317718279E-01      0.4143766162796247E-01      0.5644685418102723E-01      0.7224430829928838E-01      0.8880388583236797E-01      0.1060394347868069E+00      0.1238573576789934E+00      0.1422386819084528E+00      0.1613614069292582E+00      0.1816959735929340E+00      0.2036426651818187E+00      0.2259258728007388E+00      0.2435946127908075E+00      0.2498067564676521E+00      0.2422091743647853E+00      0.2255599138046668E+00      0.2064321263481138E+00      0.1880955911731242E+00      0.1707890678089760E+00      0.1539135776220741E+00      0.1370850004740038E+00      0.1202298030808779E+00      0.1034589317096807E+00      0.8696196792077521E-01      0.7093542710352818E-01      0.5553156722776985E-01      0.4082141925663010E-01      0.2677228147804660E-01      0.1324287052606154E-01      0.9675869565560371E-32
